id_year;name;id_team;name;type;minutes;id_answer;inserted;correct;id_task;score;category
1;2009;43;Červený trpaslík;logical;64;45;2009-10-24 16:04:57;TRUE;13;994;other
1;2009;24;Sloniky;programming;64;46;2009-10-24 16:04:58;FALSE;1;0;other
1;2009;24;Sloniky;programming;65;47;2009-10-24 16:05:01;TRUE;1;998;other
1;2009;11;interwin;logical;65;48;2009-10-24 16:05:03;TRUE;13;993;high_school
1;2009;34;M&M CM&HP;idea;65;49;2009-10-24 16:05:05;TRUE;23;986;high_school
1;2009;77;Faltus Team;logical;65;50;2009-10-24 16:05:06;TRUE;13;992;high_school
1;2009;41;Tykadla;logical;65;51;2009-10-24 16:05:07;TRUE;13;991;other
1;2009;60;Poklusem!;idea;65;52;2009-10-24 16:05:08;TRUE;22;993;other
1;2009;55;AJETO;idea;65;53;2009-10-24 16:05:10;TRUE;23;985;other
1;2009;16;Kokokel;programming;65;54;2009-10-24 16:05:11;FALSE;4;0;college
1;2009;16;Kokokel;programming;65;55;2009-10-24 16:05:11;TRUE;1;997;college
1;2009;60;Poklusem!;idea;65;56;2009-10-24 16:05:16;TRUE;23;984;other
1;2009;22;Mažentoví Bústri;logical;65;57;2009-10-24 16:05:18;TRUE;12;994;other
1;2009;7;Societas Leptonychotes;logical;65;58;2009-10-24 16:05:20;TRUE;13;990;other
1;2009;55;AJETO;logical;65;59;2009-10-24 16:05:20;TRUE;13;990;other
1;2009;77;Faltus Team;idea;65;60;2009-10-24 16:05:22;FALSE;21;0;high_school
1;2009;43;Červený trpaslík;logical;65;61;2009-10-24 16:05:24;TRUE;14;997;other
1;2009;60;Poklusem!;logical;65;62;2009-10-24 16:05:25;TRUE;13;988;other
1;2009;22;Mažentoví Bústri;idea;65;63;2009-10-24 16:05:28;TRUE;23;983;other
1;2009;55;AJETO;idea;65;64;2009-10-24 16:05:33;TRUE;22;992;other
1;2009;46;Pomocná škola;programming;65;65;2009-10-24 16:05:33;TRUE;5;1000;other
1;2009;37;Jak se nám líbí!;idea;65;66;2009-10-24 16:05:37;TRUE;22;991;other
1;2009;46;Pomocná škola;programming;65;67;2009-10-24 16:05:37;TRUE;4;1000;other
1;2009;39;Прагоры;logical;65;68;2009-10-24 16:05:38;TRUE;13;987;other
1;2009;41;Tykadla;logical;65;69;2009-10-24 16:05:40;TRUE;12;993;other
1;2009;15;IQtIQ;idea;65;70;2009-10-24 16:05:40;TRUE;23;982;college
1;2009;45;Supermuf;idea;65;71;2009-10-24 16:05:40;TRUE;23;982;other
1;2009;22;Mažentoví Bústri;idea;65;72;2009-10-24 16:05:41;TRUE;22;990;other
1;2009;60;Poklusem!;logical;65;73;2009-10-24 16:05:41;TRUE;14;996;other
1;2009;28;Sněhurka a.s.;idea;65;74;2009-10-24 16:05:43;TRUE;23;980;other
1;2009;43;Červený trpaslík;programming;65;75;2009-10-24 16:05:45;TRUE;1;996;other
1;2009;71;Cinquecento;logical;65;76;2009-10-24 16:05:48;FALSE;12;0;college
1;2009;15;IQtIQ;idea;65;77;2009-10-24 16:05:49;TRUE;22;989;college
1;2009;19;Projížďka na střele;idea;65;78;2009-10-24 16:05:49;TRUE;22;989;college
1;2009;62;"Bystrí, silní, tvoriví";idea;65;79;2009-10-24 16:05:50;FALSE;21;0;high_school
1;2009;39;Прагоры;idea;65;80;2009-10-24 16:05:53;TRUE;23;979;other
1;2009;30;My nic - to samo;idea;65;81;2009-10-24 16:05:53;TRUE;23;979;college
1;2009;37;Jak se nám líbí!;idea;65;82;2009-10-24 16:05:54;TRUE;23;977;other
1;2009;19;Projížďka na střele;idea;65;83;2009-10-24 16:05:57;TRUE;23;976;college
1;2009;60;Poklusem!;programming;66;84;2009-10-24 16:06:03;FALSE;4;0;other
1;2009;37;Jak se nám líbí!;logical;66;85;2009-10-24 16:06:03;TRUE;13;986;other
1;2009;39;Прагоры;idea;66;86;2009-10-24 16:06:04;TRUE;22;987;other
1;2009;39;Прагоры;programming;66;87;2009-10-24 16:06:04;TRUE;1;995;other
1;2009;70;Posleda;logical;66;88;2009-10-24 16:06:04;TRUE;13;985;other
1;2009;41;Tykadla;logical;66;89;2009-10-24 16:06:05;TRUE;14;995;other
1;2009;15;IQtIQ;logical;66;90;2009-10-24 16:06:06;TRUE;12;992;college
1;2009;30;My nic - to samo;logical;66;91;2009-10-24 16:06:10;TRUE;12;991;college
1;2009;37;Jak se nám líbí!;logical;66;92;2009-10-24 16:06:12;TRUE;12;990;other
1;2009;15;IQtIQ;logical;66;93;2009-10-24 16:06:14;TRUE;13;984;college
1;2009;39;Прагоры;programming;66;94;2009-10-24 16:06:15;FALSE;5;0;other
1;2009;70;Posleda;idea;66;95;2009-10-24 16:06:15;TRUE;22;986;other
1;2009;8;Diamhra;logical;66;96;2009-10-24 16:06:16;TRUE;13;983;college
1;2009;46;Pomocná škola;idea;66;97;2009-10-24 16:06:20;TRUE;22;985;other
1;2009;15;IQtIQ;logical;66;98;2009-10-24 16:06:21;TRUE;14;994;college
1;2009;41;Tykadla;programming;66;99;2009-10-24 16:06:23;TRUE;1;994;other
1;2009;16;Kokokel;logical;66;100;2009-10-24 16:06:24;TRUE;14;993;college
1;2009;80;Kings of Medlanky;idea;66;101;2009-10-24 16:06:29;TRUE;22;984;college
1;2009;61;para-N-methylaminoazobenzen;idea;66;102;2009-10-24 16:06:30;TRUE;22;983;high_school
1;2009;15;IQtIQ;programming;66;103;2009-10-24 16:06:32;TRUE;1;993;college
1;2009;38;Genius proTeam !;programming;66;104;2009-10-24 16:06:33;FALSE;1;0;high_school
1;2009;71;Cinquecento;programming;66;105;2009-10-24 16:06:34;TRUE;1;992;college
1;2009;61;para-N-methylaminoazobenzen;idea;66;106;2009-10-24 16:06:42;TRUE;23;975;high_school
1;2009;11;interwin;idea;66;107;2009-10-24 16:06:46;TRUE;22;982;high_school
1;2009;61;para-N-methylaminoazobenzen;logical;66;108;2009-10-24 16:06:47;TRUE;13;982;high_school
1;2009;83;LaMky;logical;66;109;2009-10-24 16:06:51;TRUE;13;981;high_school
1;2009;41;Tykadla;idea;66;110;2009-10-24 16:06:51;TRUE;22;981;other
1;2009;30;My nic - to samo;logical;66;111;2009-10-24 16:06:54;TRUE;14;992;college
1;2009;38;Genius proTeam !;idea;66;112;2009-10-24 16:06:56;TRUE;22;980;high_school
1;2009;81;yxo;idea;66;113;2009-10-24 16:06:58;TRUE;22;979;college
1;2009;71;Cinquecento;idea;67;114;2009-10-24 16:07:02;TRUE;22;978;college
1;2009;84;Vepři ve při;logical;67;115;2009-10-24 16:07:02;TRUE;13;980;college
1;2009;50;IT Arsenal;logical;67;116;2009-10-24 16:07:07;TRUE;12;989;high_school
1;2009;48;KoKoDlDlSi;logical;67;117;2009-10-24 16:07:08;TRUE;12;988;college
1;2009;41;Tykadla;idea;67;118;2009-10-24 16:07:09;TRUE;23;974;other
1;2009;6;kancl;logical;67;119;2009-10-24 16:07:10;TRUE;13;979;other
1;2009;84;Vepři ve při;idea;67;120;2009-10-24 16:07:10;TRUE;23;973;college
1;2009;71;Cinquecento;idea;67;121;2009-10-24 16:07:10;FALSE;23;0;college
1;2009;62;"Bystrí, silní, tvoriví";logical;67;122;2009-10-24 16:07:11;TRUE;12;987;high_school
1;2009;83;LaMky;idea;67;123;2009-10-24 16:07:12;TRUE;22;977;high_school
1;2009;38;Genius proTeam !;idea;67;124;2009-10-24 16:07:13;TRUE;23;972;high_school
1;2009;17;Pokakaný dudlík;idea;67;125;2009-10-24 16:07:15;TRUE;23;971;college
1;2009;50;IT Arsenal;idea;67;126;2009-10-24 16:07:18;TRUE;23;970;high_school
1;2009;8;Diamhra;logical;67;127;2009-10-24 16:07:18;TRUE;12;986;college
1;2009;33;Red Alert;idea;67;128;2009-10-24 16:07:21;TRUE;23;969;college
1;2009;91;Havran;idea;67;129;2009-10-24 16:07:28;TRUE;21;1000;college
1;2009;33;Red Alert;logical;67;130;2009-10-24 16:07:32;TRUE;13;978;college
1;2009;46;Pomocná škola;logical;67;131;2009-10-24 16:07:36;TRUE;13;977;other
1;2009;87;Oto;programming;67;132;2009-10-24 16:07:36;TRUE;1;991;other
1;2009;78;Botnik;logical;67;133;2009-10-24 16:07:36;TRUE;13;977;college
1;2009;17;Pokakaný dudlík;logical;67;134;2009-10-24 16:07:37;TRUE;13;975;college
1;2009;71;Cinquecento;idea;67;135;2009-10-24 16:07:41;TRUE;23;968;college
1;2009;17;Pokakaný dudlík;logical;67;136;2009-10-24 16:07:47;FALSE;12;0;college
1;2009;80;Kings of Medlanky;logical;67;137;2009-10-24 16:07:48;FALSE;12;0;college
1;2009;78;Botnik;logical;67;138;2009-10-24 16:07:50;TRUE;12;985;college
1;2009;47;1.FC Brno;idea;68;139;2009-10-24 16:08:07;TRUE;23;967;high_school
1;2009;80;Kings of Medlanky;programming;68;140;2009-10-24 16:08:08;TRUE;1;990;college
1;2009;17;Pokakaný dudlík;idea;68;141;2009-10-24 16:08:14;TRUE;22;976;college
1;2009;35;Ztráty a nálezy;logical;68;142;2009-10-24 16:08:19;TRUE;13;974;college
1;2009;78;Botnik;programming;68;143;2009-10-24 16:08:23;FALSE;4;0;college
1;2009;48;KoKoDlDlSi;logical;68;144;2009-10-24 16:08:28;TRUE;14;991;college
1;2009;80;Kings of Medlanky;logical;68;145;2009-10-24 16:08:32;TRUE;13;973;college
1;2009;6;kancl;idea;68;146;2009-10-24 16:08:33;FALSE;23;0;other
1;2009;29;WeSwearSheWas18;logical;68;147;2009-10-24 16:08:43;FALSE;12;0;high_school
1;2009;35;Ztráty a nálezy;idea;68;148;2009-10-24 16:08:43;TRUE;22;975;college
1;2009;17;Pokakaný dudlík;logical;68;149;2009-10-24 16:08:45;TRUE;14;990;college
1;2009;80;Kings of Medlanky;logical;68;150;2009-10-24 16:08:50;FALSE;12;0;college
1;2009;80;Kings of Medlanky;logical;68;151;2009-10-24 16:08:58;TRUE;14;989;college
1;2009;16;Kokokel;programming;69;152;2009-10-24 16:09:10;FALSE;4;0;college
1;2009;35;Ztráty a nálezy;logical;69;153;2009-10-24 16:09:11;TRUE;14;988;college
1;2009;66;MY;logical;69;154;2009-10-24 16:09:20;TRUE;13;972;college
1;2009;20;Samotáři;logical;69;155;2009-10-24 16:09:23;TRUE;12;984;other
1;2009;35;Ztráty a nálezy;idea;69;156;2009-10-24 16:09:23;TRUE;23;966;college
1;2009;20;Samotáři;idea;69;157;2009-10-24 16:09:30;TRUE;22;974;other
1;2009;88;Dopplerův jev zapomněl heslo;idea;69;158;2009-10-24 16:09:42;TRUE;23;965;other
1;2009;35;Ztráty a nálezy;programming;69;159;2009-10-24 16:09:51;TRUE;1;989;college
1;2009;56;Geek Team;logical;70;160;2009-10-24 16:10:19;TRUE;13;971;college
1;2009;32;Heuréka;programming;70;161;2009-10-24 16:10:26;FALSE;4;0;high_school
1;2009;90;poker face;logical;70;162;2009-10-24 16:10:39;TRUE;12;983;high_school
1;2009;78;Botnik;programming;70;163;2009-10-24 16:10:53;FALSE;4;0;college
1;2009;71;Cinquecento;logical;70;164;2009-10-24 16:10:57;TRUE;12;982;college
1;2009;80;Kings of Medlanky;idea;70;165;2009-10-24 16:10:59;TRUE;23;964;college
1;2009;66;MY;idea;70;166;2009-10-24 16:10:59;TRUE;23;964;college
1;2009;7;Societas Leptonychotes;idea;71;167;2009-10-24 16:11:03;TRUE;22;973;other
1;2009;6;kancl;idea;71;168;2009-10-24 16:11:11;TRUE;23;962;other
1;2009;75;Mamut břichem nahoru;logical;71;169;2009-10-24 16:11:12;TRUE;12;981;high_school
1;2009;68;Řezníčci;idea;71;170;2009-10-24 16:11:19;TRUE;22;972;high_school
1;2009;30;My nic - to samo;logical;71;171;2009-10-24 16:11:20;TRUE;13;970;college
1;2009;68;Řezníčci;idea;71;173;2009-10-24 16:11:29;TRUE;23;961;high_school
1;2009;5;lAsenzio;idea;71;174;2009-10-24 16:11:30;TRUE;23;960;college
1;2009;66;MY;idea;71;175;2009-10-24 16:11:34;TRUE;21;999;college
1;2009;68;Řezníčci;logical;71;176;2009-10-24 16:11:44;TRUE;13;969;high_school
1;2009;76;"Matfyzák a matfyzák, a.s.";idea;71;177;2009-10-24 16:11:52;TRUE;23;959;college
1;2009;33;Red Alert;programming;72;178;2009-10-24 16:12:03;TRUE;1;988;college
1;2009;76;"Matfyzák a matfyzák, a.s.";programming;72;179;2009-10-24 16:12:04;TRUE;1;987;college
1;2009;33;Red Alert;idea;72;180;2009-10-24 16:12:11;TRUE;22;971;college
1;2009;6;kancl;logical;72;181;2009-10-24 16:12:14;TRUE;12;980;other
1;2009;40;elfel;logical;72;182;2009-10-24 16:12:50;TRUE;13;968;other
1;2009;46;Pomocná škola;logical;73;183;2009-10-24 16:13:31;TRUE;14;987;other
1;2009;78;Botnik;idea;73;184;2009-10-24 16:13:34;FALSE;21;0;college
1;2009;60;Poklusem!;logical;73;185;2009-10-24 16:13:38;TRUE;12;979;other
1;2009;60;Poklusem!;logical;73;186;2009-10-24 16:13:54;FALSE;12;0;other
1;2009;3;Zero power zero;logical;73;187;2009-10-24 16:13:58;TRUE;12;978;high_school
1;2009;29;WeSwearSheWas18;logical;74;188;2009-10-24 16:14:03;TRUE;14;986;high_school
1;2009;89;Bender of Brains;logical;74;189;2009-10-24 16:14:32;FALSE;12;0;high_school
1;2009;64;Tweety neni kura!!!;logical;74;190;2009-10-24 16:14:44;TRUE;13;967;college
1;2009;71;Cinquecento;logical;74;191;2009-10-24 16:14:52;TRUE;14;985;college
1;2009;64;Tweety neni kura!!!;idea;74;192;2009-10-24 16:14:56;TRUE;23;958;college
1;2009;24;Sloniky;logical;74;193;2009-10-24 16:14:57;TRUE;13;966;other
1;2009;33;Red Alert;logical;75;194;2009-10-24 16:15:34;TRUE;14;984;college
1;2009;75;Mamut břichem nahoru;logical;75;195;2009-10-24 16:15:51;TRUE;14;983;high_school
1;2009;6;kancl;programming;76;196;2009-10-24 16:16:37;FALSE;5;0;other
1;2009;40;elfel;idea;76;197;2009-10-24 16:16:40;TRUE;23;957;other
1;2009;77;Faltus Team;logical;76;198;2009-10-24 16:16:56;TRUE;14;982;high_school
1;2009;86;Die Kryptografieren;logical;77;199;2009-10-24 16:17:07;TRUE;14;981;high_school
1;2009;78;Botnik;idea;77;200;2009-10-24 16:17:11;FALSE;21;0;college
1;2009;86;Die Kryptografieren;logical;77;201;2009-10-24 16:17:17;TRUE;13;965;high_school
1;2009;73;žufouni;idea;77;202;2009-10-24 16:17:17;TRUE;23;956;other
1;2009;78;Botnik;idea;77;203;2009-10-24 16:17:26;FALSE;21;0;college
1;2009;73;žufouni;logical;77;204;2009-10-24 16:17:27;FALSE;13;0;other
1;2009;62;"Bystrí, silní, tvoriví";logical;77;206;2009-10-24 16:17:54;TRUE;14;980;high_school
1;2009;29;WeSwearSheWas18;idea;77;207;2009-10-24 16:17:55;FALSE;22;0;high_school
1;2009;50;IT Arsenal;programming;77;208;2009-10-24 16:17:56;TRUE;1;986;high_school
1;2009;78;Botnik;idea;78;209;2009-10-24 16:18:11;FALSE;21;0;college
1;2009;36;Šifrátoři;idea;78;210;2009-10-24 16:18:13;TRUE;23;955;other
1;2009;78;Botnik;idea;78;211;2009-10-24 16:18:14;FALSE;22;0;college
1;2009;77;Faltus Team;logical;78;212;2009-10-24 16:18:23;TRUE;12;977;high_school
1;2009;73;žufouni;idea;78;213;2009-10-24 16:18:29;TRUE;22;970;other
1;2009;7;Societas Leptonychotes;programming;78;214;2009-10-24 16:18:45;TRUE;1;985;other
1;2009;19;Projížďka na střele;idea;79;215;2009-10-24 16:19:00;FALSE;21;0;college
1;2009;91;Havran;idea;79;216;2009-10-24 16:19:03;TRUE;23;954;college
1;2009;31;mechanický pomeranč;logical;79;217;2009-10-24 16:19:16;FALSE;12;0;college
1;2009;31;mechanický pomeranč;logical;80;218;2009-10-24 16:20:05;TRUE;13;964;college
1;2009;17;Pokakaný dudlík;logical;80;219;2009-10-24 16:20:09;TRUE;12;976;college
1;2009;84;Vepři ve při;idea;80;220;2009-10-24 16:20:19;TRUE;22;969;college
1;2009;31;mechanický pomeranč;idea;80;221;2009-10-24 16:20:25;TRUE;23;953;college
1;2009;31;mechanický pomeranč;idea;80;222;2009-10-24 16:20:38;TRUE;22;968;college
1;2009;56;Geek Team;programming;80;223;2009-10-24 16:20:58;FALSE;5;0;college
1;2009;68;Řezníčci;logical;80;224;2009-10-24 16:20:58;TRUE;14;979;high_school
1;2009;56;Geek Team;programming;81;225;2009-10-24 16:21:03;FALSE;5;0;college
1;2009;50;IT Arsenal;idea;81;226;2009-10-24 16:21:03;FALSE;21;0;high_school
1;2009;66;MY;logical;81;227;2009-10-24 16:21:21;TRUE;12;975;college
1;2009;93;mlok;idea;81;228;2009-10-24 16:21:27;TRUE;22;967;high_school
1;2009;70;Posleda;logical;81;229;2009-10-24 16:21:32;TRUE;12;974;other
1;2009;82;Pšeníci;idea;82;230;2009-10-24 16:22:10;TRUE;23;952;high_school
1;2009;56;Geek Team;programming;82;231;2009-10-24 16:22:21;FALSE;5;0;college
1;2009;78;Botnik;idea;82;232;2009-10-24 16:22:22;FALSE;21;0;college
1;2009;55;AJETO;logical;82;233;2009-10-24 16:22:25;TRUE;12;973;other
1;2009;78;Botnik;idea;82;234;2009-10-24 16:22:30;FALSE;21;0;college
1;2009;60;Poklusem!;idea;82;235;2009-10-24 16:22:33;TRUE;21;998;other
1;2009;78;Botnik;idea;83;236;2009-10-24 16:23:16;FALSE;21;0;college
1;2009;78;Botnik;idea;83;237;2009-10-24 16:23:19;FALSE;21;0;college
1;2009;49;Privat Members;idea;83;238;2009-10-24 16:23:27;TRUE;22;966;other
1;2009;75;Mamut břichem nahoru;idea;83;239;2009-10-24 16:23:33;FALSE;21;0;high_school
1;2009;89;Bender of Brains;logical;83;240;2009-10-24 16:23:35;TRUE;13;963;high_school
1;2009;41;Tykadla;programming;83;241;2009-10-24 16:23:59;TRUE;5;999;other
1;2009;67;podmnozina;logical;83;242;2009-10-24 16:23:59;TRUE;12;972;college
1;2009;21;Byli jsme čtyři;idea;85;243;2009-10-24 16:25:22;TRUE;22;965;college
1;2009;76;"Matfyzák a matfyzák, a.s.";programming;85;244;2009-10-24 16:25:45;TRUE;5;998;college
1;2009;28;Sněhurka a.s.;logical;85;245;2009-10-24 16:25:52;TRUE;13;962;other
1;2009;41;Tykadla;programming;86;246;2009-10-24 16:26:08;FALSE;4;0;other
1;2009;65;Acervus aren;logical;86;247;2009-10-24 16:26:13;TRUE;12;971;college
1;2009;80;Kings of Medlanky;logical;86;248;2009-10-24 16:26:23;TRUE;12;970;college
1;2009;78;Botnik;logical;86;249;2009-10-24 16:26:30;FALSE;14;0;college
1;2009;50;IT Arsenal;idea;86;250;2009-10-24 16:26:44;FALSE;21;0;high_school
1;2009;48;KoKoDlDlSi;idea;86;251;2009-10-24 16:26:48;FALSE;21;0;college
1;2009;75;Mamut břichem nahoru;programming;86;252;2009-10-24 16:26:49;TRUE;1;984;high_school
1;2009;66;MY;logical;86;253;2009-10-24 16:26:49;TRUE;14;978;college
1;2009;78;Botnik;idea;86;254;2009-10-24 16:26:52;TRUE;21;997;college
1;2009;56;Geek Team;logical;86;255;2009-10-24 16:26:54;TRUE;14;977;college
1;2009;19;Projížďka na střele;logical;86;256;2009-10-24 16:26:54;TRUE;13;961;college
1;2009;39;Прагоры;logical;87;257;2009-10-24 16:27:20;TRUE;12;969;other
1;2009;7;Societas Leptonychotes;logical;87;258;2009-10-24 16:27:53;TRUE;12;968;other
1;2009;58;Trosecnici;programming;87;259;2009-10-24 16:27:54;TRUE;1;983;other
1;2009;78;Botnik;idea;88;260;2009-10-24 16:28:01;FALSE;21;0;college
1;2009;15;IQtIQ;idea;88;261;2009-10-24 16:28:03;TRUE;21;996;college
1;2009;58;Trosecnici;logical;88;262;2009-10-24 16:28:05;TRUE;13;960;other
1;2009;20;Samotáři;logical;88;263;2009-10-24 16:28:15;TRUE;13;959;other
1;2009;58;Trosecnici;idea;88;264;2009-10-24 16:28:16;TRUE;23;951;other
1;2009;88;Dopplerův jev zapomněl heslo;programming;88;265;2009-10-24 16:28:18;TRUE;1;982;other
1;2009;53;team13;logical;88;266;2009-10-24 16:28:45;TRUE;14;976;college
1;2009;16;Kokokel;programming;88;267;2009-10-24 16:28:47;TRUE;4;999;college
1;2009;90;poker face;logical;88;268;2009-10-24 16:28:48;FALSE;14;0;high_school
1;2009;8;Diamhra;idea;89;269;2009-10-24 16:29:33;TRUE;22;964;college
1;2009;35;Ztráty a nálezy;idea;90;270;2009-10-24 16:30:08;FALSE;21;0;college
1;2009;48;KoKoDlDlSi;idea;91;271;2009-10-24 16:31:06;FALSE;21;0;college
1;2009;58;Trosecnici;idea;91;272;2009-10-24 16:31:15;TRUE;22;963;other
1;2009;84;Vepři ve při;logical;91;273;2009-10-24 16:31:28;TRUE;12;967;college
1;2009;90;poker face;logical;91;274;2009-10-24 16:31:32;TRUE;13;958;high_school
1;2009;46;Pomocná škola;logical;91;275;2009-10-24 16:31:38;TRUE;12;966;other
1;2009;40;elfel;logical;91;276;2009-10-24 16:31:39;TRUE;12;965;other
1;2009;29;WeSwearSheWas18;idea;91;277;2009-10-24 16:31:59;FALSE;22;0;high_school
1;2009;65;Acervus aren;logical;92;278;2009-10-24 16:32:16;FALSE;14;0;college
1;2009;62;"Bystrí, silní, tvoriví";logical;92;279;2009-10-24 16:32:19;TRUE;13;957;high_school
1;2009;86;Die Kryptografieren;idea;92;280;2009-10-24 16:32:35;TRUE;23;950;high_school
1;2009;17;Pokakaný dudlík;idea;92;281;2009-10-24 16:32:35;TRUE;21;995;college
1;2009;35;Ztráty a nálezy;logical;93;282;2009-10-24 16:33:04;TRUE;12;964;college
1;2009;77;Faltus Team;idea;93;283;2009-10-24 16:33:31;TRUE;22;962;high_school
1;2009;61;para-N-methylaminoazobenzen;logical;93;284;2009-10-24 16:33:35;TRUE;14;975;high_school
1;2009;51;Koblížci;idea;94;285;2009-10-24 16:34:20;FALSE;21;0;other
1;2009;51;Koblížci;logical;94;286;2009-10-24 16:34:31;TRUE;12;963;other
1;2009;51;Koblížci;logical;94;287;2009-10-24 16:34:44;TRUE;13;956;other
1;2009;51;Koblížci;idea;94;288;2009-10-24 16:34:56;TRUE;23;949;other
1;2009;56;Geek Team;idea;95;289;2009-10-24 16:35:12;FALSE;21;0;college
1;2009;51;Koblížci;logical;95;290;2009-10-24 16:35:15;TRUE;14;974;other
1;2009;24;Sloniky;idea;95;291;2009-10-24 16:35:20;TRUE;23;948;other
1;2009;91;Havran;logical;95;292;2009-10-24 16:35:33;TRUE;14;973;college
1;2009;27;Ustafaci;logical;95;293;2009-10-24 16:35:36;FALSE;15;0;college
1;2009;27;Ustafaci;programming;95;294;2009-10-24 16:35:47;TRUE;1;981;college
1;2009;15;IQtIQ;idea;95;295;2009-10-24 16:35:52;TRUE;24;1000;college
1;2009;48;KoKoDlDlSi;logical;96;296;2009-10-24 16:36:25;TRUE;15;1000;college
1;2009;88;Dopplerův jev zapomněl heslo;logical;96;297;2009-10-24 16:36:26;TRUE;12;962;other
1;2009;7;Societas Leptonychotes;logical;96;298;2009-10-24 16:36:42;FALSE;15;0;other
1;2009;69;Home alone;idea;97;299;2009-10-24 16:37:09;TRUE;23;947;college
1;2009;32;Heuréka;logical;97;300;2009-10-24 16:37:13;TRUE;13;955;high_school
1;2009;56;Geek Team;idea;97;301;2009-10-24 16:37:15;TRUE;23;946;college
1;2009;86;Die Kryptografieren;idea;97;302;2009-10-24 16:37:43;TRUE;22;961;high_school
1;2009;20;Samotáři;logical;97;303;2009-10-24 16:37:47;FALSE;15;0;other
1;2009;41;Tykadla;idea;98;304;2009-10-24 16:38:02;TRUE;25;1000;other
